id,user_input,uri,doi,title,authors,year,citations_gs,citations_wos
12809,,,10.1016/j.icarus.2012.03.026,Identification of known objects in Solar System surveys,"Milani, Andrea; Knezevic, Zoran; Farnocchia, Davide; Bernardi, Fabrizio; Jedicke, Robert; Denneau, Larry; Wainscoat, Richard J.; Burgett, William; Grav, Tommy; Kaiser, Nick; Magnier, Eugene; Price, Paul A.",2012,,10
12810,,,10.1111/j.1945-5100.2010.01126.x,A NanoSIMS and Auger Nanoprobe investigation of an isotopically primitive interplanetary dust particle from the 55P/Tempel-Tuttle targeted stratospheric dust collector,"Floss, Christine; Stadermann, Frank J.; Mertz, Aaron F.; Bernatowicz, Thomas J.",2010,,12
12811,,,10.1088/0004-637x/765/2/145,THE ORIGIN OF THE 3.4 mu m FEATURE IN WILD 2 COMETARY PARTICLES AND IN ULTRACARBONACEOUS INTERPLANETARY DUST PARTICLES,"Matrajt, G.; Flynn, G.; Brownlee, D.; Joswiak, D.; Bajt, S.",2013,,9
12812,,,10.1016/j.icarus.2016.04.043,Potential Jupiter-Family comet contamination of the main asteroid belt,"Hsieh, Henry H.; Haghighipour, Nader",2016,,2
12813,,,10.1111/maps.12351,The Orgueil meteorite: 150 years of history,"Gounelle, Matthieu; Zolensky, Michael E.",2014,,4
12814,,,10.1088/0004-6256/149/2/44,DISCOVERY AND CHARACTERISTICS OF THE RAPIDLY ROTATING ACTIVE ASTEROID (62412) 2000 SY178 IN THE MAIN BELT,"Sheppard, Scott S.; Trujillo, Chadwick",2015,,6
12815,,,10.1111/j.1365-2966.2009.16120.x,The return of activity in main-belt comet 133P/Elst-Pizarro,"Hsieh, Henry H.; Jewitt, David; Lacerda, Pedro; Lowry, Stephen C.; Snodgrass, Colin",2010,,42
12816,,,10.1088/2041-8205/733/1/l3,COLLISIONAL EXCAVATION OF ASTEROID (596) SCHEILA,"Bodewits, D.; Kelley, M. S.; Li, J-Y.; Landsman, W. B.; Besse, S.; A'Hearn, M. F.",2011,,45
12817,,,10.1017/s1743921310001420,Icy Bodies in the New Solar System,"Jewitt, David",2010,,1
12818,,,10.1051/0004-6361/201118147,P/2010 A2 LINEAR I. An impact in the asteroid main belt,"Hainaut, O. R.; Kleyna, J.; Sarid, G.; Hermalyn, B.; Zenn, A.; Meech, K. J.; Schultz, P. H.; Hsieh, H.; Trancho, G.; Pittichova, J.; Yang, B.",2012,,7
12819,,,10.1016/j.pss.2015.07.010,Jupiter family comets in near-Earth orbits: Are some of them interlopers from the asteroid belt?,"Fernandez, Julio A.; Sosa, Andrea",2015,,1
12820,,,10.1088/0004-6256/143/6/141,AKARI/AcuA PHYSICAL STUDIES OF THE CYBELE ASTEROID FAMILY,"Kasuga, Toshihiro; Usui, Fumihiko; Hasegawa, Sunao; Kuroda, Daisuke; Ootsubo, Takafumi; Mueller, Thomas G.; Ishiguro, Masateru",2012,,2
12821,,,10.1016/j.icarus.2007.01.003,"Dark red debris from three short-period comets: 2P/Encke, 22P/Kopff, and 65P/Gunn","Ishiguro, Masateru; Sarugaku, Yuki; Ueno, Munetaka; Miura, Naoya; Usui, Funiihiko; Chun, Moo-Young; Kwon, Suk Minn",2007,,30
12822,,,10.1086/507483,Physical observations of 2005 UD: A mini-Phaethon,"Jewitt, David; Hsieh, Henry",2006,,30
12823,,,10.1016/j.icarus.2009.05.002,"On the population, physical decay and orbital distribution of Jupiter family comets: Numerical simulations","Di Sisto, Romina P.; Fernandez, Julio A.; Brunini, Adrian",2009,,26
12824,,,10.1007/s11038-009-9311-1,Thermal Evolution of the Phaethon-Geminid Stream Complex,"Kasuga, Toshihiro",2009,,11
12825,,,10.1051/0004-6361/201526962,Compositional characterisation of the Themis family,"Marsset, M.; Vernazza, P.; Birlan, M.; DeMeo, F.; Binzel, R. P.; Dumas, C.; Milli, J.; Popescu, M.",2016,,0
12826,,,10.1051/0004-6361/201117018,Testing the comet nature of main belt comets. The spectra of 133P/Elst-Pizarro and 176P/LINEAR,"Licandro, J.; Campins, H.; Tozzi, G. P.; de Leon, J.; Pinilla-Alonso, N.; Boehnhardt, H.; Hainaut, O. R.",2011,,16
12827,,,10.1088/2041-8205/737/2/l39,NEAR-INFRARED OBSERVATIONS OF COMET-LIKE ASTEROID (596) SCHEILA,"Yang, Bin; Hsieh, Henry",2011,,14
12828,,,10.1016/j.icarus.2010.08.025,Near-infrared spectroscopy of 133P/Elst-Pizarro,"Rousselot, P.; Dumas, C.; Merlin, F.",2011,,5
12829,,,10.1016/j.icarus.2016.01.002,Spectral variability on primitive asteroids of the Themis and Beagle families: Space weathering effects or parent body heterogeneity?,"Fornasier, S.; Lantz, C.; Perna, D.; Campins, H.; Barucci, M. A.; Nesvorny, D.",2016,,0
12830,,,10.1088/2041-8205/778/1/l21,THE EXTRAORDINARY MULTI-TAILED MAIN-BELT COMET P/2013 P5,"Jewitt, David; Agarwal, Jessica; Weaver, Harold; Mutchler, Max; Larson, Stephen",2013,,28
12831,,,10.1017/s1743921310001778,"Are the main belt comets, comets?","Licandro, Javier; Campins, Humberto",2010,,0
12832,,,10.1088/2041-8205/738/1/l16,THE DUST ENVIRONMENT OF MAIN-BELT COMET P/2010 R2 (LA SAGRA),"Moreno, F.; Lara, L. M.; Licandro, J.; Ortiz, J. L.; de Leon, J.; Ali-Lagoa, V.; Agis-Gonzalez, B.; Molina, A.",2011,,21
12833,,,10.1088/2041-8205/800/1/l16,SUBLIMATION-DRIVEN ACTIVITY IN MAIN-BELT COMET 313P/GIBBS,"Hsieh, Henry H.; Hainaut, Olivier; Novakovic, Bojan; Bolin, Bryce; Denneau, Larry; Fitzsimmons, Alan; Haghighipour, Nader; Kleyna, Jan; Kokotanekova, Rosita; Lacerda, Pedro; Meech, Karen J.; Micheli, Marco; Moskovitz, Nick; Schunova, Eva; Snodgrass, Colin; Wainscoat, Richard J.; Wasserman, Lawrence; Waszczak, Adam",2015,,7
12834,,,10.1016/j.icarus.2014.02.013,A criterion to classify asteroids and comets based on the orbital parameters,"Tancredi, Gonzalo",2014,,11
12835,,,10.1051/0004-6361/201117556,The activity of main belt comets,"Capria, M. T.; Marchi, S.; De Sanctis, M. C.; Coradini, A.; Ammannito, E.",2012,,9
12836,,,10.1016/j.pss.2011.02.011,Clues on the importance of comets in the origin and evolution of the atmospheres of Titan and Earth,"Trigo-Rodriguez, Josep Ma; Javier Martin-Torres, F.",2012,,8
12837,,,10.1111/j.1365-2966.2012.21329.x,P/2006 VW139: a main-belt comet born in an asteroid collision?,"Novakovic, Bojan; Hsieh, Henry H.; Cellino, Alberto",2012,,10
12838,,,10.1016/j.icarus.2010.10.024,Pre-accretionary and parent body histories of a cometary aggregate particle,"Rietmeijer, Frans J. M.",2011,,6
12839,,,10.1016/j.icarus.2016.01.008,The Veritas and Themis asteroid families: 5-14 mu m spectra with the Spitzer Space Telescope,"Landsman, Zoe A.; Licandro, Javier; Campins, Humberto; Ziffer, Julie; de Pra, Mario; Cruikshank, Dale P.",2016,,0
12840,,,10.1093/mnras/stu2267,Eight billion asteroids in the Oort cloud,"Shannon, Andrew; Jackson, Alan P.; Veras, Dimitri; Wyatt, Mark",2015,,5
12841,,,10.1016/j.icarus.2014.10.031,The main-belt comets: The Pan-STARRS1 perspective,"Hsieh, Henry H.; Denneau, Larry; Wainscoat, Richard J.; Schoerghofer, Norbert; Bolin, Bryce; Fitzsimmons, Alan; Jedicke, Robert; Kleyna, Jan; Micheli, Marco; Veres, Peter; Kaiser, Nicholas; Chambers, Kenneth C.; Burgett, William S.; Flewelling, Heather; Hodapp, Klaus W.; Magnier, Eugene A.; Morgan, Jeffrey S.; Price, Paul A.; Tonry, John L.; Waters, Christopher",2015,,5
12842,,,10.1016/j.icarus.2007.10.011,Comets in the near-Earth object population,"Demeo, Francesca; Binzel, Richard P.",2008,,36
12843,,,10.1073/pnas.1204865109,Large enantiomeric excesses in primitive meteorites and the diverse effects of water in cosmochemical evolution,"Pizzarello, Sandra; Schrader, Devin L.; Monroe, Adam A.; Lauretta, Dante S.",2012,,35
12844,,,10.1016/j.epsl.2014.09.030,A water-ice rich minor body from the early Solar System: The CR chondrite parent asteroid,"Schrader, Devin L.; Davidson, Jemma; Greenwood, Richard C.; Franchi, Ian A.; Gibson, Jenny M.",2014,,5
12845,,,10.1017/s1743921310001638,Effect of the tensile strength on the stability against rotational breakup of icy bodies,"Toth, Imre; Lisse, Carey M.",2010,,0
12846,,,10.1016/j.icarus.2014.04.048,Assessing the physical nature of near-Earth asteroids through their dynamical histories,"Fernandez, Julio A.; Sosa, Andrea; Gallardo, Tabare; Gutierrez, Jorge N.",2014,,6
12847,,,10.1111/j.1365-2966.2012.21468.x,Recent collisional jet from a primitive asteroid,"Novakovic, Bojan; Dell'Oro, Aldo; Cellino, Alberto; Knezevic, Zoran",2012,,3
12848,,,,The Cosmochemical Record of Carbonaceous Meteorites: An Evolutionary Story,"Pizzarello, Sandra",2009,,5
12849,,,10.1051/0004-6361/201424923,y The potentially hazardous asteroid 2007CA19 as the parent of the eta-Virginids meteoroid stream,"Babadzhanov, P. B.; Kokhirova, G. I.; Obrubov, Yu. V.",2015,,0
12850,,,10.1088/0004-6256/137/1/157,PHYSICAL PROPERTIES OF MAIN-BELT COMET P/2005 U1 (READ),"Hsieh, Henry H.; Jewitt, David; Ishiguro, Masateru",2009,,37
12851,,,10.1051/0004-6361:200809820,"Physical and dynamical characterization of (5201) Ferraz-Mello, a possible extinct Jupiter family comet","Carvano, J. M.; Ferraz-Mello, S.; Lazzaro, D.",2008,,2
12852,,,10.1088/0004-637x/806/2/204,INTERPLANETARY DUST PARTICLES AS SAMPLES OF ICY ASTEROIDS,"Vernazza, P.; Marsset, M.; Beck, P.; Binzel, R. P.; Birlan, M.; Brunetto, R.; Demeo, F. E.; Djouadi, Z.; Dumas, C.; Merouane, S.; Mousis, O.; Zanda, B.",2015,,4
12853,,,10.1088/0004-637x/789/2/151,PHYSICAL PROPERTIES OF ASTEROIDS IN COMET-LIKE ORBITS IN INFRARED ASTEROID SURVEY CATALOGS,"Kim, Yoonyoung; Ishiguro, Masateru; Usui, Fumihiko",2014,,9
12854,,,10.1016/j.icarus.2015.09.007,Space weathering trends among carbonaceous asteroids,"Kaluna, H. M.; Masiero, J. R.; Meech, K. J.",2016,,3
12855,,,10.1126/sciadv.1600038,Inner solar system material discovered in the Oort cloud,"Meech, Karen J.; Yang, Bin; Kleyna, Jan; Hainaut, Olivier R.; Berdyugina, Svetlana; Keane, Jacqueline V.; Micheli, Marco; Morbidelli, Alessandro; Wainscoat, Richard J.",2016,,0
12856,,,10.1051/0004-6361/200913609,Origin of the near-Earth asteroid Phaethon and the Geminids meteor shower,"de Leon, J.; Campins, H.; Tsiganis, K.; Morbidelli, A.; Licandro, J.",2010,,27
12857,,,10.1016/j.icarus.2011.04.008,Near-infrared spectroscopy of primitive asteroid families,"Ziffer, Julie; Campins, Humberto; Licandro, Javier; Walker, Matthew E.; Fernandez, Yanga; Clark, Beth Ellen; Mothe-Diniz, Thais; Howell, Ellen; Deshpande, Rohit",2011,,13
12858,,,10.1029/2009je003478,Spectroscopy of B-type asteroids: Subgroups and meteorite analogs,"Clark, Beth Ellen; Ziffer, Julie; Nesvorny, David; Campins, Humberto; Rivkin, Andrew S.; Hiroi, Takahiro; Barucci, Maria Antonietta; Fulchignoni, Marcello; Binzel, Richard P.; Fornasier, Sonia; DeMeo, Francesca; Ockert-Bell, Maureen E.; Licandro, Javier; Mothe-Diniz, Thais",2010,,36
12859,,,10.1017/s1743921310001766,"Dynamics, Origin, and Activation of Main Belt Comets","Haghighipour, Nader",2010,,1
12860,,,10.1016/j.icarus.2007.12.021,Asteroid exosphere: A simulation for the ROSETTA flyby targets (2867) Steins and (21) Lutetia,"Schlaeppi, B.; Altwegg, K.; Wurz, P.",2008,,17
12861,,,10.1093/mnras/stt951,Main-belt comets in the Palomar Transient Factory survey - I. The search for extendedness,"Waszczak, A.; Ofek, E. O.; Aharonson, O.; Kulkarni, S. R.; Polishook, D.; Bauer, J. M.; Levitan, D.; Sesar, B.; Laher, R.; Surace, J.",2013,,11
12862,,,10.1016/j.icarus.2009.07.042,Detecting active comets in the SDSS,"Solontoi, Michael; Ivezic, Zeljko; West, Andrew A.; Claire, Mark; Juric, Mario; Becker, Andrew; Jones, Lynne; Hall, Patrick B.; Kent, Steve; Lupton, Robert H.; Knapp, Gillian R.; Quinn, Tom; Gunn, James E.; Schneider, Don; Loomis, Craig",2010,,6
12863,,,10.2113/gselements.7.1.29,The Asteroid-Comet Continuum: In Search of Lost Primitivity,"Gounelle, Matthieu",2011,,20
12864,,,10.1088/2041-8205/736/1/l18,MAIN-BELT COMET 238P/READ REVISITED,"Hsieh, Henry H.; Meech, Karen J.; Pittichova, Jana",2011,,27
12865,,,10.1111/j.1365-2966.2006.11121.x,"Photometry of cometary nuclei: rotation rates, colours and a comparison with Kuiper Belt Objects","Snodgrass, C.; Lowry, S. C.; Fitzsimmons, A.",2006,,44
12866,,,,Ice in the solar system,"Cartwright, Julyan H. E.",2007,,2
12867,,,10.1051/0004-6361:20078340,Spectral properties of asteroids in cometary orbits,"Licandro, J.; Alvarez-Candal, A.; De Leon, J.; Pinilla-Alonso, N.; Lazzaro, D.; Campins, H.",2008,,23
12868,,,10.1134/s0038094615030016,Extinct comets and asteroid-meteoroid complexes,"Babadzhanov, P. B.; Kokhirova, G. I.; Obrubov, Yu. V.",2015,,1
12869,,,10.1007/s11214-009-9608-4,Lunar Exploration Neutron Detector for the NASA Lunar Reconnaissance Orbiter,"Mitrofanov, I. G.; Bartels, A.; Bobrovnitsky, Y. I.; Boynton, W.; Chin, G.; Enos, H.; Evans, L.; Floyd, S.; Garvin, J.; Golovin, D. V.; Grebennikov, A. S.; Harshman, K.; Kazakov, L. L.; Keller, J.; Konovalov, A. A.; Kozyrev, A. S.; Krylov, A. R.; Litvak, M. L.; Malakhov, A. V.; McClanahan, T.; Milikh, G. M.; Mokrousov, M. I.; Ponomareva, S.; Sagdeev, R. Z.; Sanin, A. B.; Shevchenko, V. V.; Shvetsov, V. N.; Starr, R.; Timoshenko, G. N.; Tomilina, T. M.; Tretyakov, V. I.; Trombka, J.; Troshin, V. S.; Uvarov, V. N.; Varennikov, A. B.; Vostrukhin, A. A.",2010,,42
12870,,,10.1088/0004-637x/749/2/161,AMMONIA IN THE EARLY SOLAR SYSTEM: AN ACCOUNT FROM CARBONACEOUS METEORITES,"Pizzarello, S.; Williams, L. B.",2012,,19
12871,,,10.1088/2041-8205/746/1/l11,MULTIBAND OPTICAL OBSERVATION OF THE P/2010 A2 DUST TAIL,"Kim, Junhan; Ishiguro, Masateru; Hanayama, Hidekazu; Hasegawa, Sunao; Usui, Fumihiko; Yanagisawa, Kenshi; Sarugaku, Yuki; Watanabe, Jun-ichi; Yoshida, Michitoshi",2012,,6
12872,,,10.1016/j.gca.2009.04.034,Oxygen isotopic composition of chondritic interplanetary dust particles: A genetic link between carbonaceous chondrites and comets,"Aleon, J.; Engrand, C.; Leshin, L. A.; McKeegan, K. D.",2009,,31
12873,,,,Stardust glass: Indigenous and modified comet Wild 2 particles,"Rietmeijer, Frans J. M.",2009,,14
12874,,,10.1088/0004-6256/150/3/76,NUCLEUS AND MASS LOSS FROM ACTIVE ASTEROID 313P/GIBBS,"Jewitt, David; Li, Jing; Agarwal, Jessica; Weaver, Harold; Mutchler, Max; Larson, Stephen",2015,,2
12875,,,10.1007/s11214-008-9306-7,"The contributions of comets to planets, atmospheres, and life: Insights from Cassini-Huygens, Galileo, Giotto, and inner planet missions","Owen, Tobias",2008,,9
12876,,,10.1016/j.pss.2012.06.017,Spectra of asteroid families in support of Gaia,"Campins, Humberto; de Leon, Julia; Licandro, Javier; Kelley, Michael S.; Fernandez, Yan; Ziffer, Julie; Nesvorny, David",2012,,3
12877,,,10.1016/j.icarus.2013.08.003,Proton flux and radiation dose from galactic cosmic rays in the lunar regolith and implications for organic synthesis at the poles of the Moon and Mercury,"Crites, S. T.; Lucey, P. G.; Lawrence, D. J.",2013,,6
12878,,,10.1007/s11038-007-9169-z,Mostly dormant comets and their disintegration into meteoroid streams: A review,"Jenniskens, Peter",2008,,21
12879,,,10.1016/j.pss.2008.08.020,Quasi-3-D model to describe topographic effects on non-spherical comet nucleus evolution,"Lasue, J.; De Sanctis, M. C.; Coradini, A.; Magni, G.; Capria, M. T.; Turrini, D.; Levasseur-Regourd, A. C.",2008,,11
12880,,,10.1086/511001,On the nature of the dust in the debris disk around HD 69830,"Lisse, C. M.; Beichman, C. A.; Bryden, G.; Wyatt, M. C.",2007,,63
12881,,,10.1016/j.icarus.2011.06.044,Photometric observations of 107P/Wilson-Harrington,"Urakawa, Seitaro; Okumura, Shin-ichiro; Nishiyama, Kota; Sakamoto, Tsuyoshi; Takahashi, Noritsugu; Abe, Shinsuke; Ishiguro, Masateru; Kitazato, Kohei; Kuroda, Daisuke; Hasegawa, Sunao; Ohta, Kouji; Kawai, Nobuyuki; Shimizu, Yasuhiro; Nagayama, Shogo; Yanagisawa, Kenshi; Yoshida, Michitoshi; Yoshikawa, Makoto",2011,,2
12882,,,10.1016/j.icarus.2007.12.013,An upper limit on gas production from 3200 Phaethon,"Wiegert, Paul A.; Houde, Martin; Peng, Ruisheng",2008,,12
12883,,,10.1086/523687,Evolution of dust trails into bands,"Vokrouhlicky, D.; Nesvorny, D.; Bottke, W. F.",2008,,7
12884,,,10.1146/annurev.earth.36.031207.124214,Growth and Evolution of Asteroids,"Asphaug, Erik",2009,,37
12885,,,10.1016/j.pss.2011.01.014,Main Belt Comets: A new class of small bodies in the solar system,"Bertini, Ivano",2011,,17
12886,,,10.1088/0004-6256/147/5/117,HUBBLE SPACE TELESCOPE INVESTIGATION OF MAIN-BELT COMET 133P/ELST-PIZARRO,"Jewitt, David; Ishiguro, Masateru; Weaver, Harold; Agarwal, Jessica; Mutchler, Max; Larson, Steven",2014,,16
12887,,,10.1111/j.1945-5100.2012.01339.x,"Overview of the rocky component of Wild 2 comet samples: Insight into the early solar system, relationship with meteoritic materials and the differences between comets and asteroids","Brownlee, Don; Joswiak, Dave; Matrajt, Graciela",2012,,26
12888,,,10.1016/j.icarus.2007.03.031,A survey of debris trails from short-period comets,"Reach, William T.; Kelley, Michael S.; Sykes, Mark V.",2007,,47
12889,,,10.1111/j.1365-2966.2007.12653.x,Origin of volatiles in the main belt,"Mousis, O.; Alibert, Y.; Hestroffer, D.; Marboeuf, U.; Dumas, C.; Carry, B.; Horner, J.; Selsis, F.",2008,,12
12890,,,10.1038/nature16934,Super-catastrophic disruption of asteroids at small perihelion distances,"Granvik, Mikael; Morbidelli, Alessandro; Jedicke, Robert; Bolin, Bryce; Bottke, William F.; Beshore, Edward; Vokrouhlicky, David; Delbo, Marco; Michel, Patrick",2016,,4
12891,,,10.1088/2041-8205/748/1/l15,DISCOVERY OF MAIN-BELT COMET P/2006 VW139 BY Pan-STARRS1,"Hsieh, Henry H.; Yang, Bin; Haghighipour, Nader; Kaluna, Heather M.; Fitzsimmons, Alan; Denneau, Larry; Novakovic, Bojan; Jedicke, Robert; Wainscoat, Richard J.; Armstrong, James D.; Duddy, Samuel R.; Lowry, Stephen C.; Trujillo, Chadwick A.; Micheli, Marco; Keane, Jacqueline V.; Urban, Laurie; Riesen, Timm; Meech, Karen J.; Abe, Shinsuke; Cheng, Yu-Chi; Chen, Wen-Ping; Granvik, Mikael; Grav, Tommy; Ip, Wing-Huen; Kinoshita, Daisuke; Kleyna, Jan; Lacerda, Pedro; Lister, Tim; Milani, Andrea; Tholen, David J.; Veres, Peter; Lisse, Carey M.; Kelley, Michael S.; Fernandez, Yanga R.; Bhatt, Bhuwan C.; Sahu, Devendra K.; Kaiser, Nick; Chambers, K. C.; Hodapp, Klaus W.; Magnier, Eugene A.; Price, Paul A.; Tonry, John L.",2012,,25
12892,,,,Most Used Codons per Amino Acid and per Genome in the Code of Man Compared to Other Organisms According to the Rotating Circular Genetic Code,"Castro-Chavez, Fernando",2011,,2
12893,,,10.1126/science.1126896,Planetary science - Ice among the rocks,"Fitzsimmons, A",2006,,1
12894,,,10.1016/j.icarus.2012.11.025,"Are large Trojan asteroids salty? An observational, theoretical, and experimental study","Yang, Bin; Lucey, Paul; Glotch, Timothy",2013,,4
12895,,,10.1021/cr050061l,Some Molecular Moments of the Hadean and Archaean Aeons: A Retrospective Overview from the Interfacing Years of the Second to Third Millennia,"McGuinness, Eugene T.",2010,,4
12896,,,10.1088/0004-637x/781/2/118,INTERMITTENT DUST MASS LOSS FROM ACTIVATED ASTEROID P/2013 P5 (PANSTARRS),"Moreno, F.; Licandro, J.; Alvarez-Iglesias, C.; Cabrera-Lavers, A.; Pozuelos, F.",2014,,7
12897,,,10.1088/0004-6256/142/1/29,PHYSICAL PROPERTIES OF MAIN-BELT COMET 176P/LINEAR,"Hsieh, Henry H.; Ishiguro, Masateru; Lacerda, Pedro; Jewitt, David",2011,,18
